sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral,2197,20,100,4.588,5,0,0,0,0,0,0,0.0,65.17,8.39,0.12237370490459154
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,765,19,103,4.882,7,0,2,0,0,0,0,0.0,50.24,10.48,0.14459520892342478
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,79,24,115,4.412,5,0,0,0,0,1,6,0.25,47.56,11.1,0.1448283338613099
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,2920,36,198,5.032,9,2,2,0,0,0,5,0.1389,31.59,16.8,0.2802052081780461
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,969,14,74,4.909,8,1,0,0,0,0,1,0.0714,76.5,5.82,0.14381120257528326
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,68,29,155,5.0,7,0,0,0,0,2,6,0.2069,56.25,7.48,0.14769901221799842
To be number one means creating added value for stakeholders in everything we do .,neutral,356,15,82,4.786,5,2,0,0,0,0,1,0.0667,53.64,9.26,0.17295939006286024
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,1345,12,58,4.222,5,0,0,0,0,1,2,0.1667,93.58,1.57,0.06986896088004373
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,1815,20,102,6.0,5,1,0,1,0,0,1,0.05,18.41,13.67,0.262130649349036
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,1697,16,83,4.467,6,1,2,0,0,0,1,0.0625,67.53,7.57,0.14436101638590737
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,2191,45,296,7.677,17,0,0,0,0,0,0,0.0,-48.41,27.71,0.3525641025641026
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,665,45,262,5.342,8,2,0,0,0,0,8,0.1778,12.53,21.7,0.3178210136217949
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,3294,16,70,4.625,4,0,0,0,0,2,2,0.125,80.9,3.47,0.08151880217650566
Financial details were not disclosed .,neutral,1947,6,38,6.4,2,0,2,1,0,0,0,0.0,49.48,7.6,0.15505846175586366
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive,288,23,119,5.059,4,0,0,0,1,1,5,0.2174,71.29,5.92,0.15004346101048502
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,3063,33,184,4.933,8,2,2,0,0,0,4,0.1212,44.38,14.77,0.2569675434183065
Sales by Seppala diminished by 6 per cent .,negative,3382,9,43,4.714,3,0,0,0,0,0,2,0.2222,71.82,5.23,0.07109126540449215
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,3078,42,242,5.216,9,4,4,0,0,0,6,0.1429,32.46,18.17,0.3548213964047903
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,positive,1175,28,154,4.84,5,1,3,0,0,0,6,0.2143,56.8,11.8,0.18415579267913937
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,1289,18,87,5.077,6,2,2,0,2,0,2,0.1111,43.96,10.36,0.27448481523926654
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,301,26,139,4.905,4,1,0,0,0,0,1,0.0385,49.48,12.57,0.178047084637746
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",neutral,738,24,132,5.048,5,3,0,1,1,0,3,0.125,44.52,12.27,0.3595093234446432
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",neutral,330,50,278,5.024,8,2,0,0,0,0,7,0.14,16.4,22.15,0.32995234235241505
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,1831,36,188,4.96,6,0,2,0,1,0,4,0.1111,50.29,14.44,0.23428173061394356
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,1973,25,123,4.091,5,1,0,0,0,0,5,0.2,69.68,9.5,0.16586354057965613
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,1285,17,93,4.933,8,0,0,0,1,0,1,0.0588,53.12,9.82,0.18521543384143313
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,147,15,69,4.4,5,0,0,0,0,3,2,0.1333,87.95,2.48,0.08061998034063804
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,1959,13,74,5.455,4,1,0,0,0,0,2,0.1538,49.54,9.08,0.13391882438257802
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,1150,33,142,3.783,7,0,0,0,0,0,3,0.0909,84.9,3.65,0.13467187034138342
"- Demand for fireplace products was lower than expected , especially in Germany .",negative,3395,14,81,5.909,4,1,0,0,1,0,1,0.0714,26.47,12.3,0.1949930936009243
"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",neutral,1427,26,108,3.125,8,0,0,0,0,1,5,0.1923,82.9,3.44,0.12637691236210494
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,1668,26,134,5.75,6,0,0,0,0,0,2,0.0769,66.83,5.51,0.12478686829159213
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral,2513,39,209,5.75,9,0,0,0,0,0,4,0.1026,27.34,16.4,0.22829346722197377
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral,1903,36,202,5.885,8,0,0,0,1,0,7,0.1944,20.4,13.89,0.24411830246223412
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,1713,15,79,5.083,3,0,2,0,0,0,1,0.0667,63.49,7.63,0.09574000571456968
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral,2448,28,168,6.227,8,2,0,0,0,0,2,0.0714,0.21,18.45,0.2672428987154641
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,3122,24,109,4.647,6,0,0,0,0,2,2,0.0833,53.37,7.14,0.12975421527156628
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive,1178,22,130,5.684,7,1,0,0,0,0,2,0.0909,14.67,15.69,0.2064529992173524
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,3409,27,127,4.13,7,1,2,0,0,0,2,0.0741,69.68,9.5,0.182560022392417
The diesel margin has remained high .,positive,1429,7,37,5.0,2,0,0,0,0,1,0,0.0,73.85,4.45,0.05657326916865435
The purchase price was not disclosed .,neutral,2303,7,38,5.167,2,0,2,1,0,0,0,0.0,87.95,2.48,0.1292186684742099
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,299,13,64,4.5,4,0,0,0,0,2,3,0.2308,72.62,5.86,0.08867142854924469
"You need to be ready when the window opens up , Rosberg said .",neutral,785,14,62,3.917,5,3,0,0,0,0,1,0.0714,81.86,4.82,0.17471064167784736
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,3127,18,109,5.562,3,0,2,0,0,0,2,0.1111,45.26,11.17,0.12075968836960843
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,2210,24,121,4.619,5,1,0,0,0,0,1,0.0417,51.18,11.09,0.17255185816686544
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,2000,27,129,4.524,6,1,2,0,0,0,4,0.1481,62.11,10.31,0.18054429723216062
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,884,40,221,5.367,5,2,0,1,0,0,5,0.125,45.13,9.86,0.3079975441326277
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive,407,23,104,3.824,5,2,0,0,0,2,4,0.1739,90.09,2.35,0.150974116726297
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive,380,18,119,6.062,4,1,0,0,1,0,1,0.0556,20.38,14.64,0.21544034408542037
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,1915,32,229,6.355,7,2,0,0,0,0,1,0.0312,0.71,20.86,0.2816596670952594
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,2547,21,98,4.133,4,0,0,0,0,2,3,0.1429,84.9,3.65,0.09218528715712582
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,1513,22,122,5.167,4,1,0,0,0,0,4,0.1818,34.26,13.45,0.1750694522088054
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral,3066,20,116,5.529,7,1,0,0,0,0,0,0.0,50.24,10.48,0.17431097119732655
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,1525,22,98,4.714,5,0,0,0,1,0,6,0.2727,65.17,8.39,0.16791634056350627
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral,756,17,95,5.133,5,0,0,0,0,0,2,0.1176,50.61,9.93,0.12491478613844165
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative,3095,21,121,5.444,5,0,0,0,0,0,2,0.0952,19.37,15.03,0.16033599495627113
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,2662,29,180,5.615,8,2,0,0,0,0,3,0.1034,32.16,15.48,0.2530676019615881
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral,1608,23,133,5.19,4,0,2,0,0,0,0,0.0,32.43,13.95,0.15194233253826278
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,3163,40,230,5.382,9,1,0,0,0,0,3,0.075,23.86,18.63,0.27010775380143115
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral,2780,21,104,4.333,5,1,2,0,1,0,3,0.1429,56.97,9.79,0.20135161995627113
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,3,29,125,3.789,4,0,0,0,0,2,5,0.1724,95.0,1.5,0.0960246665983403
Industry Investment is very interested in Glaston 's solar energy projects .,positive,612,12,76,6.2,5,0,0,0,0,0,2,0.1667,18.78,13.37,0.13388805810226595
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,2956,15,80,4.333,4,0,2,0,0,0,2,0.1333,83.85,5.04,0.08809861281927052
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral,842,12,87,6.818,4,1,0,0,0,0,1,0.0833,-19.68,18.74,0.18438969405312067
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,318,19,96,5.083,5,0,0,0,0,0,4,0.2105,53.37,7.14,0.11365403638068972
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,987,31,153,4.739,7,0,0,0,1,1,4,0.129,73.25,6.27,0.18667697773802425
The contract includes heating plant equipment and associated installation work .,neutral,1723,11,80,6.9,3,0,0,0,0,0,0,0.0,10.56,14.27,0.1240123732856291
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,2334,41,237,5.389,12,0,0,0,0,0,0,0.0,23.86,18.63,0.2634987297505466
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",neutral,381,16,100,6.462,4,0,0,0,0,0,0,0.0,18.41,13.67,0.13685734384317233
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,919,29,174,5.179,8,0,0,0,0,0,2,0.069,27.34,16.4,0.20250336585047704
`` We know there are some of our own people out there . '',neutral,1820,15,58,3.636,5,1,0,0,0,0,0,0.0,95.69,2.65,0.10932006714619362
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral,774,16,86,5.25,6,0,0,0,0,0,1,0.0625,53.64,9.26,0.12575207541368516
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral,1862,31,143,5.692,5,1,2,1,0,0,9,0.2903,54.7,7.37,0.2492687913064003
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,951,20,109,5.0,5,1,0,0,0,0,1,0.05,50.24,10.48,0.16149045837681375
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,1792,15,79,5.25,4,0,0,0,0,0,2,0.1333,39.56,10.72,0.11891458504149273
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,126,19,86,4.0,4,0,0,0,0,1,3,0.1579,80.1,6.31,0.10274074177598887
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,715,33,180,4.613,10,2,0,0,0,0,3,0.0909,42.17,15.33,0.27282625068326377
It will focus on improving its profitability next year by streamlining operations .,positive,1146,13,83,5.833,4,0,0,0,0,0,1,0.0769,18.41,13.67,0.13104339035480025
"The contract value amounts to about EUR11m , the company added .",neutral,355,13,64,4.6,4,1,0,0,1,0,2,0.1538,44.41,9.55,0.17813540424368912
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,3418,18,109,4.938,7,2,0,1,0,0,1,0.0556,35.31,12.56,0.2928308355384119
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,711,16,96,5.333,9,0,0,0,0,0,2,0.125,50.61,9.93,0.14861782728334327
